cell_num,Property_12,Property_13,Property_14,Property_15,Property_16,Property_17,Property_18,rnn_result
cell_36,5.0,12.92011547088623,1.6373802423477173,1.9886022806167605,0.6531000137329102,26.53620719909668,17.371368408203125,0.99753785
cell_37,5.0,2.1040663719177246,1.6498857736587524,2.00173568725586,0.708606481552124,28.215410232543945,17.73688507080078,0.08580071
cell_38,4.0,9.329204559326172,1.60889995098114,1.990883708000183,0.6833873391151428,29.29295539855957,18.00479507446289,0.9999993
cell_39,2.0,13.26291275024414,1.622011423110962,1.990804433822632,0.6903083324432373,31.077367782592773,18.66818618774414,0.69060975
cell_40,5.0,13.41909122467041,1.6347451210021973,1.9947296380996704,0.646019697189331,27.739784240722656,17.239330291748047,0.9973611
cell_41,5.0,2.0999999046325684,1.635722279548645,2.0013999938964844,0.68977290391922,27.800193786621094,18.55263900756836,0.99999833
cell_42,4.0,8.927310943603516,1.6013267040252686,1.9802054166793823,0.6815468072891235,30.433698654174805,18.159433364868164,0.8440851
cell_43,2.0,14.855517387390137,1.613885521888733,1.9859737157821653,0.7055619955062866,30.90222549438477,19.072057723999023,0.9218737
cell_44,5.0,11.670896530151367,1.6265645027160645,1.9827916622161863,0.6524747610092163,27.72667694091797,17.77760124206543,0.9964909
cell_45,5.0,2.0999999046325684,1.649480223655701,1.9992458820343015,0.6845537424087524,27.74285125732422,18.28359031677246,0.99984086
cell_46,4.0,9.000301361083984,1.5979572534561155,1.9662878513336184,0.6950019598007202,30.501222610473636,18.036191940307617,0.8449833
cell_47,2.0,14.88992977142334,1.61516273021698,1.9801723957061768,0.7015575170516968,30.34673118591309,18.748573303222656,0.93605316
cell_48,6.0,9.867466926574709,1.638497829437256,1.9822423458099363,0.6451034545898438,28.21220588684082,17.940210342407227,0.9980716
cell_49,4.0,2.0999999046325684,1.6436803340911863,1.9814814329147337,0.6885865330696106,28.23419189453125,18.457674026489254,0.9699922
cell_50,4.0,9.210102081298828,1.597748041152954,1.9662891626358032,0.685882031917572,30.45242691040039,17.921653747558594,0.13374247
cell_51,2.0,14.887299537658691,1.6292849779129028,1.9655190706253047,0.7200000286102295,29.969501495361328,18.79601287841797,0.85336995
cell_52,2.0,8.343281745910645,1.6264116764068604,1.9850761890411377,0.65689617395401,28.44261360168457,18.066627502441406,0.9903955
cell_53,4.0,7.892374515533447,1.6484404802322388,1.979565978050232,0.698753833770752,28.34775924682617,19.09989547729492,8.67669e-07
cell_54,4.0,9.895841598510742,1.5975409746170044,1.9843635559082031,0.6943023204803467,29.837549209594727,18.187423706054688,0.999874
cell_55,2.0,15.556166648864746,1.6291680335998535,1.9527642726898196,0.7071627974510193,30.98705291748047,18.839460372924805,0.84093815
cell_56,2.0,9.060948371887209,1.6288933753967283,1.9971868991851809,0.6500164866447449,29.241498947143555,18.21324157714844,0.95569235
cell_57,4.0,3.569295883178711,1.666838765144348,1.9754602909088133,0.6890299320220947,28.28428077697754,19.31859588623047,1.723517e-07
cell_58,2.0,8.514360427856445,1.5861587524414062,1.990875244140625,0.7165886163711548,29.83722877502441,17.87183952331543,0.9999634
cell_59,2.0,13.419500350952148,1.6225274801254272,1.949388146400452,0.7200000286102295,30.915287017822266,18.85616874694824,0.037755214
cell_60,2.0,6.665969371795654,1.6234999895095823,1.9985878467559812,0.6531000137329102,29.58969497680664,18.122922897338867,0.99187064
cell_61,4.0,2.9381375312805176,1.6665208339691162,1.9821434020996092,0.6778250932693481,28.473966598510746,18.882413864135746,0.98419917
cell_62,2.0,8.999133110046387,1.6058954000473022,1.9908322095870967,0.7200000286102295,29.64920997619629,17.603788375854492,0.99994516
cell_63,2.0,13.72365379333496,1.6323440074920654,1.9656978845596316,0.7200000286102295,30.96438980102539,18.85391998291016,0.94531125
cell_64,2.0,5.024598121643066,1.6234999895095823,2.017646074295044,0.6528237462043762,29.322790145874023,18.543031692504883,0.9999304
cell_65,4.0,6.52858829498291,1.664249062538147,1.9775999784469604,0.694351315498352,29.534597396850582,18.83686828613281,4.610803e-08
cell_66,2.0,7.5878520011901855,1.5976378917694092,1.990853190422058,0.7075401544570923,29.71810913085937,17.476266860961914,0.9999801
cell_67,2.0,8.657282829284668,1.634600043296814,1.9720290899276731,0.7200000286102295,30.66536903381348,19.25273323059082,0.005338752
cell_68,2.0,5.27850341796875,1.6314631700515747,2.020360946655273,0.650361955165863,28.882354736328125,18.299888610839844,0.9998977
cell_69,2.0,8.574041366577148,1.6613991260528564,1.977433204650879,0.6887907385826111,29.452009201049805,19.707714080810547,1.2375551e-07
cell_70,2.0,4.766396999359131,1.6037936210632324,1.982266187667847,0.7194550633430481,30.4171085357666,17.233598709106445,0.12086277
cell_71,2.0,9.927138328552246,1.6367181539535522,1.9711830615997317,0.7200000286102295,30.91256332397461,19.339385986328125,0.00089464925
cell_72,2.0,2.0999999046325684,1.6118807792663574,2.023388624191284,0.6434703469276428,29.121734619140625,18.785987854003903,0.99981683
cell_73,2.0,2.141476392745972,1.6498312950134275,1.9758000373840328,0.6978492736816406,29.715017318725582,19.72354507446289,3.1795756e-07
cell_74,2.0,2.081775188446045,1.6212291717529297,1.985989570617676,0.6891241669654846,30.31430435180664,17.816909790039062,0.99980086
cell_75,2.0,11.663472175598145,1.6268277168273926,1.9806773662567136,0.7200000286102295,30.890287399291992,19.52870750427246,0.2676889
cell_76,2.0,2.0999999046325684,1.625077247619629,2.021308898925781,0.6463294625282288,30.45861053466797,18.87306022644043,0.9998437
cell_77,2.0,5.841047763824463,1.650099515914917,1.9525649547576904,0.6886205673217773,29.716800689697266,19.840333938598636,1.5861347e-07
cell_78,2.0,2.0999999046325684,1.6160521507263184,1.9848999977111816,0.6951780915260315,29.840913772583008,17.698759078979492,0.99785054
cell_79,2.0,13.419034004211426,1.6324816942214966,1.964921236038208,0.7200000286102295,30.61256217956543,19.280902862548828,0.95245475
cell_80,2.0,2.021392107009888,1.611600041389465,2.0088369846343994,0.6587804555892944,30.94575500488281,18.86727333068848,0.99999404
cell_81,2.0,5.926097869873047,1.65025794506073,1.9661223888397217,0.6865237951278687,29.89106750488281,19.72081756591797,1.14719484e-07
cell_82,2.0,4.860273361206055,1.6225883960723877,1.994140625,0.6958299875259399,30.949525833129883,17.735034942626953,0.9716483
cell_83,2.0,13.773483276367188,1.6356977224349976,1.9514836072921755,0.7200000286102295,30.12738609313965,19.64743995666504,0.8489521
cell_84,2.0,2.056645154953003,1.6228625774383545,2.0013427734375,0.6519761085510254,31.061243057250977,18.72457504272461,0.99999523
cell_85,2.0,4.876779556274414,1.6400938034057615,1.979479432106018,0.6771388053894043,30.61536979675293,19.666900634765625,4.3889395e-07
cell_86,2.0,2.12624192237854,1.6224241256713867,1.99326765537262,0.6938642263412476,29.992450714111328,17.694576263427734,0.9999645
cell_87,2.0,10.832216262817385,1.6292009353637695,1.9661731719970703,0.7200000286102295,30.67406272888184,19.315275192260746,2.7051368e-05
cell_88,2.0,2.0999999046325684,1.631043553352356,2.000237226486206,0.6608607172966003,30.918880462646484,19.02552795410156,0.9999832
cell_89,2.0,6.058070659637451,1.6385999917984009,1.977388858795166,0.6708604693412781,30.23468589782715,19.81861686706543,2.076037e-06
cell_90,2.0,5.731500148773193,1.6077831983566284,2.001617431640625,0.6886627674102783,30.195148468017575,18.02077865600586,0.9973158
cell_91,2.0,11.037643432617188,1.6297653913497925,1.9652687311172483,0.7200000286102295,31.256732940673828,19.49590492248535,0.00055085676
cell_92,2.0,5.793659687042236,1.6427258253097534,1.992555260658264,0.6661263704299927,30.870582580566406,18.15045547485352,3.4155277e-05
cell_93,2.0,5.650660037994385,1.637638807296753,1.9806818962097168,0.663593053817749,29.31330680847168,19.852020263671875,0.96727663
cell_94,3.0,2.0999999046325684,1.6073317527770996,2.00720763206482,0.6816809177398682,30.74848747253418,18.80592536926269,0.23931405
cell_95,2.0,10.848875999450684,1.628382682800293,1.9612619876861568,0.7023642659187317,31.602523803710938,19.026899337768555,0.0010471306
cell_96,2.0,9.210445404052734,1.6436660289764404,1.9850033521652224,0.6700239181518555,30.678333282470703,18.513296127319336,4.3343643e-06
cell_97,2.0,6.663399696350098,1.638329267501831,1.9730137586593628,0.6650999784469604,29.00123786926269,19.714229583740234,0.9780977
cell_98,3.0,2.1211867332458496,1.6250771284103394,1.9981093406677248,0.6782851219177246,30.94709587097168,18.26527404785156,0.99808985
cell_99,3.0,11.121590614318848,1.6234999895095823,1.9509260654449463,0.7040696144104004,30.84748077392578,19.151020050048828,1.200525e-05
cell_100,2.0,8.987495422363281,1.6434268951416016,1.991462230682373,0.6658765077590942,30.98267936706543,18.219390869140625,2.2887376e-05
cell_101,2.0,7.068721294403076,1.6351808309555054,1.9731684923172,0.6767962574958801,28.669116973876957,19.653993606567383,0.99969316
cell_102,3.0,8.975373268127441,1.6224454641342163,2.0091848373413086,0.6665389537811279,31.053890228271484,17.941434860229492,0.9999584
cell_103,3.0,9.899321556091309,1.6194863319396973,1.9527466297149656,0.700038492679596,30.912118911743164,19.669321060180664,1.0780276e-06
cell_104,6.0,8.949628829956055,1.6441596746444702,1.9948015213012693,0.6514274477958679,29.923269271850582,18.00762367248535,0.99178314
cell_105,2.0,6.642490863800049,1.6386288404464722,1.9553948640823364,0.6778815984725952,28.428203582763672,19.01546669006348,0.4524335
cell_106,3.0,9.336267471313477,1.616798758506775,2.006802558898926,0.6702510714530945,31.125131607055664,18.1911563873291,0.9999622
cell_107,2.0,7.831040382385254,1.6054810285568235,1.9520107507705688,0.6996685266494751,31.06902885437012,19.340259552001957,0.99256516
cell_108,6.0,8.573355674743652,1.637444019317627,1.9914841651916504,0.6487836241722107,29.589996337890625,17.799768447875977,0.7318468
cell_109,2.0,2.2559826374053955,1.6324405670166016,1.980188608169556,0.688837468624115,28.86537742614746,19.64612579345703,0.9597192
cell_110,3.0,11.94279956817627,1.6161587238311768,2.0013039112091064,0.6661421060562134,30.67754364013672,17.91954803466797,0.025460675
cell_111,2.0,6.392180919647217,1.6059401035308838,1.962543249130249,0.7092037200927734,30.91573143005371,19.099077224731445,0.0026121468
cell_112,6.0,9.634864807128906,1.6357804536819458,1.9961299896240237,0.6435630321502686,28.87903213500977,18.09408569335937,0.9857265
cell_113,2.0,7.744029998779297,1.62674081325531,1.9772478342056277,0.6782596707344055,28.35539436340332,19.648685455322266,0.9999981
cell_114,3.0,12.723628044128418,1.625175714492798,1.9986437559127808,0.6693016886711121,29.911346435546875,17.78179359436035,0.9421363
cell_115,2.0,5.416769504547119,1.6026076078414917,1.9740725755691528,0.7200000286102295,29.83144760131836,19.457990646362305,5.1308758e-05
cell_116,3.0,10.601482391357422,1.6368262767791748,1.992866396903992,0.6471462845802307,28.43052291870117,18.06704330444336,0.99393326
cell_117,2.0,7.624984264373779,1.6296350955963137,1.9615635871887207,0.6697641611099243,28.5899600982666,19.612459182739254,0.9961069
cell_118,3.0,11.015599250793455,1.6269927024841309,1.997319221496582,0.6743825078010559,29.45232963562012,17.816150665283203,0.9981906
cell_119,6.0,7.074837684631348,1.60371196269989,1.953099012374878,0.6987396478652954,29.38223648071289,18.827287673950195,0.002931507
cell_120,6.0,9.26508331298828,1.63885235786438,1.985276460647583,0.6530434489250183,29.07918739318848,17.94599151611328,0.38758034
cell_121,2.0,8.199234008789062,1.6265658140182495,1.9653146266937256,0.6708488464355469,28.50563240051269,19.564186096191406,0.9999845
cell_122,3.0,9.310937881469728,1.6324059963226318,2.004046440124512,0.6639060974121094,29.38949966430664,18.059276580810547,0.9999999
cell_123,6.0,7.371639728546143,1.600666642189026,1.962254524230957,0.6936632990837097,28.292186737060547,18.57965087890625,0.012754839
cell_124,3.0,8.574254989624023,1.6316040754318235,1.9848999977111816,0.6648259162902832,28.942476272583008,17.75852394104004,0.99961436
cell_125,2.0,8.331899642944336,1.6427754163742063,1.9648287296295168,0.6866732239723206,27.789670944213867,19.647375106811523,0.11979247
cell_126,3.0,8.851051330566406,1.626362681388855,2.000607967376709,0.6632111072540283,29.7164306640625,18.1241512298584,0.9999993
cell_127,6.0,2.1871531009674072,1.5828375816345217,1.9629207849502563,0.6943890452384949,28.30005645751953,18.56463050842285,1.1496889e-05
cell_128,4.0,8.341181755065918,1.630090594291687,1.9904558658599851,0.6745648980140686,28.347152709960938,17.697345733642578,0.9999943
cell_129,2.0,6.872745513916016,1.643170714378357,1.977983474731445,0.6845183372497559,27.729267120361328,19.9470157623291,0.52845174
cell_130,2.0,8.29262924194336,1.621964454650879,1.9908843040466309,0.6673171520233154,30.19822883605957,17.850788116455078,0.9999987
cell_131,6.0,6.215502262115479,1.5925301313400269,1.9817345142364504,0.6893959641456604,29.384483337402344,18.659648895263672,0.013128707
cell_132,4.0,7.265518188476562,1.6126325130462646,2.000874757766724,0.6801462173461914,29.476398468017575,17.582414627075195,0.9999976
cell_133,2.0,7.55665397644043,1.66395902633667,1.997536420822144,0.6754536032676697,27.758867263793945,19.797367095947266,0.9994529
cell_134,2.0,8.171031951904297,1.6024819612503052,1.9941946268081665,0.6702286601066589,31.26481437683105,17.696197509765625,0.9999938
cell_135,6.0,6.656089782714844,1.5828638076782229,1.982900023460388,0.6942136287689209,29.019229888916016,18.821144104003903,0.019134635
cell_136,2.0,6.663013458251953,1.6149643659591677,2.0153017044067383,0.6781891584396362,29.22268486022949,17.596630096435547,0.9999839
cell_137,2.0,9.692241668701172,1.650534987449646,1.9906046390533447,0.6705934405326843,28.34029769897461,19.73255157470703,0.99993265
cell_138,2.0,2.823342084884644,1.5977418422698977,1.996744394302368,0.6777169704437256,31.08118438720703,17.692590713500977,0.99997556
cell_139,6.0,5.345569133758545,1.5741419792175293,1.971832275390625,0.6941940784454346,29.03182029724121,18.82515525817871,8.289295e-05
cell_140,2.0,6.5112833976745605,1.6233859062194824,2.010095834732056,0.6633350253105164,29.83668708801269,17.61605453491211,0.99999654
cell_141,2.0,10.004453659057615,1.6661367416381836,2.00387978553772,0.683536946773529,27.750856399536133,19.6638126373291,0.99989784
cell_142,7.0,7.156383037567139,1.5925267934799194,2.0063655376434326,0.6846137642860413,30.685606002807617,18.19321060180664,0.92090195
cell_143,6.0,2.109668970108032,1.5826939344406128,1.9775999784469604,0.6900545358657837,28.837400436401367,19.01739501953125,4.574719e-05
cell_144,2.0,8.174179077148438,1.6250969171524048,2.005890130996704,0.6861834526062012,29.817930221557617,17.59168815612793,0.99989283
cell_145,3.0,13.762933731079102,1.661982774734497,2.016274929046631,0.675484836101532,28.22002410888672,18.867351531982425,0.99967504
cell_146,7.0,6.578199863433838,1.6068363189697266,1.9984748363494875,0.6661765575408936,29.71723937988281,18.30797576904297,0.9999912
cell_147,6.0,4.335494518280029,1.5734217166900637,1.9807904958724976,0.688728928565979,29.82989501953125,18.870256423950195,0.00020008022
cell_148,8.0,8.597322463989258,1.622032642364502,2.006731986999512,0.706272542476654,30.167490005493164,17.80124855041504,0.9994765
cell_149,5.0,6.525265693664551,1.642989158630371,1.9633581638336184,0.6666135787963867,28.383424758911133,17.260847091674805,0.94727916
cell_150,3.0,8.57333755493164,1.613826036453247,2.0062427520751958,0.7165350914001465,30.892353057861328,17.25830841064453,0.9986865
cell_151,2.0,9.220222473144531,1.60889995098114,1.979966163635254,0.6494035124778748,29.16864776611328,18.146982192993164,0.9999999
cell_152,2.0,11.16009521484375,1.6436625719070437,1.9908528327941892,0.6623650789260864,27.413551330566406,17.11585807800293,0.83568287
cell_153,5.0,7.493039131164551,1.642897367477417,1.9628052711486816,0.6655974388122559,28.99373435974121,17.6779727935791,0.9967956
cell_154,3.0,6.874382972717285,1.6138876676559448,2.009570598602295,0.6974183320999146,29.87553977966309,17.01705551147461,0.98784536
cell_155,2.0,8.57310676574707,1.601252555847168,1.9808391332626345,0.6650999784469604,28.49862670898437,18.611677169799805,0.999992
cell_156,2.0,13.825933456420898,1.6462197303771973,1.9921176433563232,0.6313125491142273,27.237701416015625,17.053821563720703,0.99993634
cell_157,5.0,9.21647834777832,1.6445872783660889,1.9600467681884768,0.664341151714325,29.524951934814453,18.027162551879883,0.92487115
cell_158,2.0,7.654397010803223,1.6077765226364136,2.0093090534210205,0.7194510102272034,29.83915138244629,16.696659088134766,0.9178212
cell_159,2.0,9.317214965820312,1.5988640785217283,1.9806557893753047,0.6605271100997925,28.464338302612305,18.6638240814209,0.99999607
cell_160,2.0,14.92187213897705,1.6428395509719849,1.986327528953552,0.6300667524337769,26.97883033752441,16.62974739074707,0.9999988
cell_161,5.0,9.512819290161133,1.6600732803344729,1.948520541191101,0.6757978796958923,29.057147979736328,18.271211624145508,0.99875927
cell_162,2.0,8.573616027832031,1.6008892059326172,2.00330138206482,0.6990421414375305,29.9068546295166,16.63686180114746,0.9999808
cell_163,2.0,9.08002471923828,1.6012669801712036,1.993042588233948,0.6584278345108032,28.44841194152832,18.54867172241211,0.9999813
cell_164,2.0,14.84543514251709,1.6433731317520142,1.996459722518921,0.643180787563324,26.53258514404297,16.63898468017578,0.99997866
cell_165,5.0,8.340962409973145,1.649889588356018,1.9648985862731931,0.6814521551132202,28.43168258666992,18.06694984436035,0.96170264
cell_166,2.0,8.331899642944336,1.597629427909851,2.0006208419799805,0.7085614204406738,30.030866622924805,17.179813385009766,0.9988606
cell_167,2.0,9.90834140777588,1.6008005142211914,1.9969468116760252,0.6750442385673523,29.580188751220703,18.202613830566406,0.9999994
cell_168,2.0,10.842207908630373,1.6385999917984009,1.9817242622375488,0.6528730392456055,27.70084381103516,16.62881851196289,0.9989073
cell_169,5.0,9.333017349243164,1.6399545669555664,1.9775999784469604,0.6865872740745544,28.76773834228516,18.27081871032715,0.7238594
cell_170,2.0,8.128847122192383,1.60831880569458,1.9918910264968872,0.6913063526153564,29.96282386779785,17.171329498291016,0.9999974
cell_171,2.0,11.689122200012209,1.593970537185669,1.991990566253662,0.6650999784469604,29.809833526611328,18.10074806213379,0.99999976
cell_172,2.0,12.88218116760254,1.6325377225875854,1.9780504703521729,0.6653421521186829,28.051374435424805,16.631290435791016,0.99690896
cell_173,5.0,9.001482963562012,1.6503366231918335,1.9775999784469604,0.6816051602363586,28.696144104003903,17.735219955444336,0.99494463
cell_174,4.0,8.331899642944336,1.60889995098114,1.9967944622039795,0.6804584264755249,30.400066375732425,17.613441467285156,0.9999968
cell_175,2.0,14.900766372680664,1.5972471237182615,1.989915490150452,0.6866492629051208,30.415771484375,18.18574523925781,0.63184166
cell_176,2.0,11.05621337890625,1.640923023223877,1.9900482892990112,0.6612754464149475,27.069982528686523,16.63652801513672,0.8050479
cell_177,5.0,7.508334159851074,1.6397360563278198,1.995707392692566,0.6909253001213074,28.21884155273437,17.198976516723633,0.9999249
cell_178,4.0,9.014683723449709,1.6154359579086304,1.993466854095459,0.694322943687439,29.763229370117188,17.509984970092773,0.9999857
cell_179,2.0,13.834027290344238,1.607205867767334,1.9910664558410645,0.6859462857246399,31.0460147857666,17.944595336914062,0.54953486
cell_180,2.0,11.272012710571287,1.6344064474105835,1.9908870458602903,0.6430180072784424,26.307117462158203,16.742862701416016,0.9996693
cell_181,5.0,6.578199863433838,1.642890691757202,2.000412702560425,0.6813916563987732,27.719482421875,16.87116050720215,0.99999654
cell_182,4.0,8.821229934692383,1.6141870021820068,1.9823651313781736,0.6960719227790833,29.852333068847656,17.379802703857422,0.9999696
cell_183,2.0,14.996702194213867,1.611600041389465,1.9986467361450195,0.6756418347358704,30.8898983001709,17.797948837280273,0.85541284
cell_184,5.0,12.06756591796875,1.6322556734085083,1.9925239086151123,0.6344543695449829,27.48866271972656,16.63681411743164,0.9970265
cell_185,5.0,6.635283946990967,1.6494194269180298,1.9981002807617188,0.691013514995575,27.19761276245117,17.266599655151367,0.9994899
cell_186,4.0,9.03458309173584,1.60889995098114,1.9832794666290283,0.6980591416358948,29.24154281616211,17.564668655395508,0.9999939
cell_187,2.0,15.242976188659668,1.6088454723358154,2.0018224716186523,0.6777904629707336,30.89204406738281,18.07709503173828,0.7682207
cell_188,5.0,13.450872421264648,1.636887550354004,1.9938632249832156,0.649167537689209,27.47687530517578,16.6270751953125,0.99672204
cell_189,5.0,2.1273200511932373,1.6428474187850952,1.9931306838989256,0.6864845752716064,27.501638412475582,18.141979217529297,0.99961936
cell_190,4.0,9.330537796020508,1.6014000177383425,1.9802000522613523,0.6973999738693237,29.378999710083008,17.88599967956543,0.9708171
cell_191,2.0,13.85022258758545,1.6085000038146973,1.9946000576019287,0.6909999847412109,30.469600677490234,18.723100662231445,0.45376652
cell_192,2.0,11.20709991455078,1.642899990081787,1.9917000532150269,0.6531000137329102,26.31329917907715,16.627399444580078,0.9227655
cell_193,5.0,2.1071784496307373,1.6498876810073853,1.982900023460388,0.6940433382987976,27.701534271240234,18.57369041442871,0.92124164
cell_194,4.0,8.633553504943848,1.586067795753479,1.9758000373840328,0.6995876431465149,29.82370948791504,17.335126876831055,0.9726902
cell_195,2.0,14.887299537658691,1.6025606393814087,1.983322501182556,0.7054219841957092,31.25617027282715,18.88473320007324,0.75282645
cell_196,2.0,9.866930961608888,1.642992377281189,1.991591572761536,0.6450070738792419,27.754438400268555,17.351900100708008,0.96561664
cell_197,5.0,5.493452548980713,1.642794132232666,1.9773157835006716,0.7200000286102295,27.09717559814453,18.558210372924805,1.4216408e-06
cell_198,2.0,9.55238151550293,1.5873472690582275,1.9789880514144895,0.6984254121780396,28.82215118408203,17.439960479736328,0.6983565
cell_199,2.0,14.82639980316162,1.608240008354187,1.9819389581680296,0.7084981203079224,30.90814018249512,19.44679450988769,0.85751677
cell_200,2.0,9.336797714233398,1.632401704788208,2.002558708190918,0.6643778085708618,27.989904403686523,17.337112426757812,0.99999833
cell_201,4.0,6.443314552307129,1.6712586879730225,1.9634772539138796,0.7196890711784363,28.158693313598636,18.54890251159668,6.4784935e-08
cell_202,2.0,9.274632453918455,1.5862964391708374,1.979684352874756,0.699615478515625,29.83858108520508,17.89995002746582,0.9932423
cell_203,2.0,14.95069980621338,1.606938719749451,1.9511239528656008,0.6998012661933899,30.95663452148437,19.06281852722168,0.0024799684
cell_204,2.0,9.87895965576172,1.628383755683899,2.005910873413086,0.6591898202896118,28.424718856811523,17.77237319946289,0.99999774
cell_205,4.0,6.578199863433838,1.6671371459960938,1.9860312938690183,0.7008623480796814,28.44359970092773,18.866899490356445,5.5055926e-07
cell_206,2.0,8.462812423706055,1.590949773788452,1.9926449060440063,0.6998240351676941,29.90908432006836,17.55864715576172,0.9999982
cell_207,2.0,13.76504898071289,1.6060055494308472,1.9618550539016724,0.6997621655464172,31.26692771911621,19.36603546142578,0.0036339331
cell_208,2.0,9.787864685058594,1.6385999917984009,2.0141355991363525,0.6607099771499634,28.94191551208496,17.871383666992188,0.99989724
cell_209,4.0,8.133935928344727,1.6690632104873655,1.9775561094284055,0.6911147236824036,28.402631759643555,18.795228958129883,7.195133e-05
cell_210,2.0,8.334357261657715,1.585444450378418,1.987693667411804,0.7200000286102295,30.52185440063477,17.54001808166504,0.9999323
cell_211,2.0,11.40239715576172,1.6226884126663208,1.972901463508606,0.7157142162322998,31.038360595703125,19.3399658203125,5.8397476e-05
cell_212,2.0,8.120963096618652,1.622553825378418,2.01629900932312,0.6574605107307434,29.81381607055664,17.691102981567383,0.99999475
